student_id,class_name,subject,score,ai_tool_used,study_hours,record_date
S1144,Class 9A,Chemistry,59.5,False,6.2,2022-11-15
S0388,UG Year 2,Research Methods,66.5,False,4.5,2022-10-27
S0062,UG Year 2,Statistics,52.8,True,5.2,2025-04-06
S0688,Class 6B,History,59.1,True,3.4,2025-03-21
S1179,PG Year 1,Statistics,55.9,True,12.3,2022-09-21
S0678,UG Year 2,Statistics,52.5,False,5.0,2024-02-07
S1058,Class 11A,Chemistry,58.5,False,5.1,2023-05-04
S0181,Class 6B,Math,42.4,False,2.2,2025-04-29
S0039,PG Year 2,Data Science,71.0,True,6.7,2024-07-05
S0016,UG Year 2,Economics,71.6,True,7.7,2023-02-11
S0173,Class 11A,Chemistry,58.6,False,5.0,2024-01-10
S0098,Class 11A,Math,51.2,False,5.6,2024-11-23
S0094,Class 9A,Chemistry,51.5,False,3.3,2023-03-26
S0014,PG Year 1,Data Science,64.4,False,11.5,2022-07-29
S0510,UG Year 4,AI Ethics,51.0,False,7.5,2024-08-22
S0557,UG Year 1,Mathematics,53.7,False,5.2,2024-01-10
S0319,UG Year 3,Statistics,72.6,False,5.6,2024-10-30
S1139,Class 6A,Math,57.7,False,2.8,2024-11-01
S0758,UG Year 4,AI Ethics,89.7,False,12.8,2025-05-31
S0679,Class 6B,Math,48.0,False,1.4,2022-10-31
S0229,UG Year 4,AI Ethics,78.8,True,8.2,2022-08-20
S0612,Class 9B,Physics,62.8,False,6.4,2024-11-01
S0425,PG Year 2,Thesis,57.1,True,6.1,2025-05-30
S0991,PG Year 2,AI Ethics,75.9,True,12.5,2024-04-19
S0356,PG Year 2,Thesis,71.9,True,10.0,2024-05-13
S0228,UG Year 2,Computer Science,70.3,True,7.7,2025-05-24
S0764,Class 6B,Geography,54.0,False,1.2,2025-03-14
S0877,UG Year 2,Statistics,65.2,False,9.4,2025-01-09
S0281,Class 11A,Chemistry,70.7,True,3.6,2025-01-15
S0057,Class 9B,Chemistry,38.3,False,4.4,2023-11-30
S0060,Class 9B,Math,75.9,True,5.8,2022-06-23
S0454,UG Year 4,Advanced Statistics,68.4,False,7.9,2023-07-10
S0785,UG Year 2,Research Methods,63.3,True,4.2,2025-02-15
S0844,Class 9A,English,60.4,False,5.2,2023-10-24
S1007,Class 11B,Chemistry,67.8,True,5.0,2023-09-01
S1187,UG Year 3,Machine Learning,77.3,True,6.8,2024-11-20
S0667,UG Year 4,Machine Learning,71.4,True,7.1,2022-09-09
S1162,Class 6B,Math,62.7,False,3.8,2025-02-27
S1193,Class 9B,Chemistry,51.1,False,5.2,2023-01-30
S0026,Class 11B,Chemistry,47.1,False,4.2,2023-08-22
S0351,Class 6B,History,58.5,False,3.0,2023-07-31
S0049,UG Year 2,Economics,66.0,False,5.3,2023-11-25
S0460,PG Year 2,Advanced Statistics,81.4,True,12.1,2024-03-14
S1186,Class 9A,Biology,56.2,True,2.2,2024-03-05
S1046,Class 11A,English,48.8,False,4.5,2023-02-08
S1003,Class 11A,English,56.7,False,4.1,2022-08-05
S0387,PG Year 2,Data Science,56.9,True,5.4,2024-07-04
S0720,UG Year 1,Computer Science,50.2,False,3.9,2024-02-29
S0040,Class 9A,Chemistry,49.3,False,4.1,2023-11-10
S0107,UG Year 4,Data Science,57.1,False,6.2,2023-06-18
S0801,Class 6A,English,68.5,False,3.4,2023-05-26
S0147,UG Year 3,Statistics,75.8,True,9.5,2023-03-05
S0830,Class 6A,History,61.3,False,2.7,2023-02-24
S0185,PG Year 1,Data Science,55.0,False,5.4,2024-03-12
S0845,Class 9A,Biology,51.6,False,4.4,2024-09-08
S0732,PG Year 1,Data Science,58.9,True,6.2,2023-02-27
S0363,UG Year 1,English,65.3,False,4.5,2022-07-11
S0030,Class 9B,Math,66.5,True,3.3,2025-01-17
S0637,Class 11B,Math,76.2,True,6.4,2025-04-18
S0171,UG Year 1,Mathematics,51.0,False,7.2,2023-08-04
S0163,Class 11A,Computer Science,61.3,True,2.9,2024-05-14
S0190,UG Year 4,AI Ethics,57.4,False,4.7,2025-02-26
S1064,Class 11B,Computer Science,73.4,True,7.0,2022-07-19
S0621,UG Year 4,Data Science,66.4,True,4.2,2022-09-18
S0922,Class 11B,Math,75.2,True,6.5,2024-10-29
S0647,UG Year 4,AI Ethics,59.9,True,4.0,2025-01-09
S1057,UG Year 1,English,54.3,False,3.1,2024-09-29
S0611,Class 9A,Chemistry,50.2,False,3.1,2023-02-16
S0427,Class 6A,English,55.7,False,2.1,2025-05-02
S0504,Class 9A,Physics,46.6,False,2.2,2023-02-09
S0189,Class 11B,Computer Science,86.7,True,8.0,2025-02-15
S1073,Class 11B,Chemistry,66.5,False,3.3,2022-08-27
S1100,UG Year 3,Statistics,83.8,True,8.0,2023-01-29
S0490,Class 6B,English,69.6,True,1.7,2022-06-08
S0692,Class 11A,Math,60.7,True,4.8,2023-03-31
S0844,PG Year 1,Data Science,75.7,True,6.4,2023-08-29
S0865,UG Year 3,Data Analysis,86.8,True,10.8,2022-06-21
S1188,UG Year 3,Statistics,70.2,True,6.9,2023-07-24
S0956,UG Year 4,Advanced Statistics,60.6,False,7.4,2024-11-02
S0755,Class 6A,History,77.0,True,2.9,2024-07-24
S1014,UG Year 1,Mathematics,81.3,True,9.2,2023-05-26
S0567,UG Year 3,Data Analysis,74.1,True,6.4,2024-06-02
S0261,Class 11A,English,85.0,True,7.8,2023-03-06
S0547,UG Year 2,Computer Science,66.3,True,3.7,2024-02-14
S0026,Class 6A,English,71.7,True,3.1,2024-02-14
S0692,Class 11B,Computer Science,51.3,False,3.1,2023-02-18
S0358,Class 6B,History,62.4,True,1.8,2025-01-05
S1047,UG Year 2,Statistics,48.5,False,8.0,2023-09-07
S0793,UG Year 4,Advanced Statistics,55.2,False,11.9,2024-04-03
S0404,PG Year 1,Machine Learning,63.5,True,6.3,2025-01-03
S0706,UG Year 2,Research Methods,64.2,True,3.1,2025-04-29
S0088,UG Year 4,AI Ethics,73.7,True,8.1,2024-01-04
S0678,Class 11A,Computer Science,41.0,False,3.4,2023-11-15
S0518,Class 9A,Math,62.9,False,6.5,2024-04-04
S0111,Class 9B,Math,65.6,True,2.2,2025-04-26
S0060,Class 9B,Physics,61.6,False,2.1,2024-11-06
S0713,UG Year 2,Data Analysis,69.5,True,4.9,2024-08-23
S1101,PG Year 2,AI Ethics,87.4,True,11.9,2023-08-21
S0213,Class 6A,English,67.5,False,2.9,2022-06-22
S0673,UG Year 4,AI Ethics,58.7,False,6.5,2023-05-29
S0188,PG Year 2,Advanced Statistics,60.9,False,11.6,2023-03-15
S0068,Class 9A,Physics,68.0,True,5.7,2024-11-21
S0460,Class 11B,Physics,48.6,False,3.8,2024-05-26
S0018,PG Year 2,Data Science,73.4,True,9.8,2024-01-01
S0411,Class 9A,Biology,56.4,False,4.9,2025-01-23
S0644,Class 6B,History,65.5,False,1.8,2022-09-07
S0800,PG Year 1,AI Ethics,74.4,True,12.6,2023-05-10
S0242,Class 9A,Physics,44.6,False,1.9,2024-05-30
S0835,Class 6B,History,58.6,False,3.1,2022-06-18
S0737,Class 9B,Math,44.0,False,2.8,2023-03-12
S0777,Class 11B,English,61.3,False,5.1,2022-11-04
S1161,Class 9A,Chemistry,51.4,False,4.4,2023-01-04
S0117,Class 11B,Math,64.0,False,7.7,2024-05-02
S1000,Class 9B,Math,65.2,True,4.2,2024-08-08
S0269,PG Year 2,Data Science,67.3,True,9.6,2024-02-24
S0492,UG Year 2,Data Analysis,55.7,True,3.5,2023-06-10
S0674,UG Year 1,Computer Science,65.2,True,6.8,2024-07-14
S0191,Class 6B,English,72.0,True,1.5,2023-03-02
S0513,UG Year 2,Statistics,55.8,True,4.4,2023-10-14
S0730,Class 11B,English,63.6,True,3.9,2024-06-26
S0452,UG Year 2,Computer Science,63.8,True,4.3,2023-07-03
S0338,Class 6B,Geography,78.6,True,3.4,2023-09-30
S0538,UG Year 3,Data Analysis,68.7,True,8.8,2025-04-28
S0282,UG Year 2,Economics,61.2,False,4.5,2023-09-01
S0208,UG Year 1,Computer Science,73.4,True,6.2,2023-03-03
S0493,PG Year 2,Advanced Statistics,80.3,True,13.9,2025-05-15
S0945,UG Year 2,Research Methods,64.2,True,7.9,2024-10-06
S0896,Class 11B,Physics,50.8,False,6.1,2022-06-21
S0882,UG Year 3,Research Methods,62.6,False,6.4,2024-07-13
S0025,PG Year 1,Research Methods,74.2,True,6.7,2022-09-25
S0449,Class 9B,Physics,49.2,False,4.5,2023-04-17
S0754,UG Year 1,English,59.8,True,3.7,2025-03-10
S0728,PG Year 1,Machine Learning,65.7,False,8.2,2024-04-29
S0007,UG Year 1,Mathematics,61.4,True,4.6,2024-03-30
S0816,UG Year 1,Computer Science,81.2,True,9.5,2025-02-23
S0941,UG Year 4,Data Science,73.0,True,9.9,2025-01-09
S0628,UG Year 2,Economics,65.3,False,7.8,2024-04-14
S0764,UG Year 1,Economics,70.2,True,8.5,2022-06-28
S1111,Class 9A,Chemistry,63.2,False,3.9,2024-04-11
S0171,Class 11A,Physics,61.6,True,2.6,2024-08-02
S0075,PG Year 2,Data Science,60.0,True,9.9,2023-04-21
S0623,Class 9B,English,66.3,True,2.2,2023-10-19
S0163,Class 6B,History,66.0,True,2.3,2022-10-19
S0038,Class 9B,Physics,62.7,False,2.5,2023-07-23
S0413,Class 9B,Math,43.7,False,2.1,2024-10-27
S1172,Class 6B,Math,33.7,False,2.1,2023-01-01
S1144,UG Year 4,Machine Learning,59.1,True,6.4,2025-03-06
S1027,Class 9B,Physics,71.8,True,4.3,2023-05-10
S0773,Class 9A,Chemistry,53.1,False,1.4,2023-07-04
S0208,UG Year 2,Computer Science,71.6,True,3.7,2023-07-02
S0218,UG Year 2,Economics,72.1,False,10.9,2023-07-15
S1138,UG Year 4,Project Work,66.4,True,9.4,2023-01-31
S0687,Class 9B,English,48.1,False,2.3,2024-01-08
S0274,Class 6B,Math,79.9,True,4.4,2022-10-30
S0787,Class 9A,Chemistry,67.4,False,6.2,2023-01-04
S0539,Class 9A,Physics,48.9,False,4.6,2024-07-15
S1012,UG Year 4,Machine Learning,76.4,False,10.7,2024-01-27
S1022,UG Year 2,Research Methods,65.1,False,10.3,2025-05-05
S0259,Class 6A,History,71.8,False,3.5,2022-09-17
S0063,PG Year 1,Statistics,81.8,True,10.2,2023-09-28
S0511,Class 6A,History,61.5,True,2.2,2025-05-07
S0996,Class 11A,Math,65.2,False,7.9,2023-03-20
S0228,PG Year 2,AI Ethics,67.1,True,8.4,2023-05-01
S0538,Class 11A,Chemistry,67.6,False,7.4,2022-07-06
S0930,UG Year 3,Research Methods,56.0,True,4.3,2024-06-18
S0381,Class 9B,English,60.4,False,3.4,2024-10-01
S0682,Class 6A,History,71.2,False,3.3,2024-11-03
S0764,PG Year 2,AI Ethics,70.0,True,6.9,2022-09-08
S1148,UG Year 2,Economics,67.2,True,9.5,2025-03-01
S1151,UG Year 2,Research Methods,53.5,False,4.2,2023-05-22
S0823,UG Year 1,Computer Science,64.7,False,7.4,2024-05-14
S0086,UG Year 3,Database Systems,67.3,True,7.7,2023-11-28
S0105,Class 9B,English,59.6,False,4.8,2022-07-19
S0915,PG Year 2,Advanced Statistics,71.0,True,9.5,2022-07-18
S0478,Class 11A,English,64.8,True,2.9,2025-02-15
S0807,Class 9A,Biology,64.7,True,5.2,2025-02-05
S0889,UG Year 2,Data Analysis,53.1,False,11.7,2023-08-05
S0994,UG Year 2,Research Methods,84.5,True,8.8,2023-10-30
S0797,UG Year 4,Data Science,58.5,False,10.6,2023-04-19
S0034,UG Year 3,Research Methods,70.6,True,6.9,2023-07-18
S0941,PG Year 1,Data Science,71.3,True,9.8,2024-04-10
S0479,UG Year 1,English,67.2,True,4.1,2024-05-15
S1036,UG Year 2,Data Analysis,60.6,False,7.1,2022-09-22
S0322,PG Year 1,Statistics,76.8,True,11.1,2024-01-05
S0116,Class 6A,English,54.7,False,3.6,2022-11-14
S0993,Class 9A,English,52.2,False,4.8,2024-09-14
S0317,Class 9B,Math,48.8,False,3.2,2022-09-07
S0170,Class 11A,Physics,73.7,True,5.6,2024-07-10
S0910,UG Year 3,Data Analysis,45.4,False,4.3,2022-06-14
S0820,Class 11A,Math,51.9,False,6.3,2024-11-22
S0131,Class 11A,Math,60.5,False,5.9,2025-04-18
S0161,Class 11B,English,59.7,False,6.1,2023-10-24
S0276,UG Year 4,Machine Learning,70.4,True,12.8,2023-11-05
S0910,UG Year 2,Data Analysis,58.0,True,9.1,2025-02-07
S0746,Class 11A,Physics,67.5,True,5.8,2024-01-14
S0396,Class 6A,Geography,74.6,True,4.6,2024-07-26
S0833,PG Year 1,Research Methods,54.2,True,4.8,2022-11-25
S0138,UG Year 2,Economics,51.5,False,5.1,2023-03-05
S0490,Class 9B,Physics,35.5,False,5.5,2023-05-15
S1198,PG Year 2,Thesis,76.6,True,9.9,2024-05-09
S0187,UG Year 2,Computer Science,67.6,True,7.9,2023-03-08
S0683,UG Year 1,Computer Science,66.9,True,5.2,2024-09-19
S0897,UG Year 4,Machine Learning,72.1,True,10.0,2023-10-09
S0672,Class 6B,History,61.2,False,1.9,2023-09-30
S0286,Class 9B,Biology,77.5,True,5.0,2025-05-25
S0420,PG Year 2,Thesis,55.7,False,8.7,2024-04-14
S0895,UG Year 3,Statistics,48.5,False,3.7,2022-07-16
S0704,UG Year 3,Data Analysis,72.1,True,11.2,2024-02-12
S1173,Class 11A,Physics,47.6,False,5.2,2023-08-15
S1180,Class 6A,English,70.9,True,1.4,2023-03-09
S0899,UG Year 1,Computer Science,66.1,True,2.5,2022-10-19
S0334,UG Year 4,Data Science,45.4,False,4.9,2023-08-20
S0842,PG Year 2,AI Ethics,40.3,True,5.4,2024-11-10
S0194,UG Year 4,Data Science,67.3,True,10.1,2024-05-26
S0925,Class 9A,Physics,70.0,True,4.1,2022-06-11
S0590,Class 9A,Chemistry,59.2,False,2.3,2023-03-29
S0749,Class 9B,Math,57.9,False,5.1,2022-08-01
S0350,PG Year 1,Machine Learning,57.8,False,12.2,2023-11-24
S0163,UG Year 2,Research Methods,62.7,False,6.6,2023-03-26
S1070,PG Year 2,Data Science,58.6,False,11.7,2024-07-11
S0635,Class 6B,Geography,57.5,False,3.3,2023-03-21
S0707,Class 6B,Math,56.3,False,2.0,2023-05-20
S0068,UG Year 2,Data Analysis,50.9,False,5.3,2022-07-09
S1168,Class 6B,English,55.1,False,0.9,2023-05-07
S0865,Class 11B,English,61.4,False,6.7,2025-04-09
S0681,Class 6A,History,51.8,False,2.0,2024-02-23
S0318,Class 6A,Science,64.6,True,3.7,2023-06-19
S0397,PG Year 1,Data Science,59.9,False,9.5,2025-02-10
S0719,UG Year 1,Computer Science,56.8,False,8.7,2022-07-23
S0684,Class 9A,Physics,68.9,True,6.0,2022-07-28
S0020,Class 9A,Physics,68.9,True,5.4,2023-09-11
S0686,Class 6B,English,51.7,False,2.6,2022-06-21
S0875,PG Year 1,Statistics,59.8,True,6.1,2024-02-21
S0972,UG Year 4,Project Work,69.9,True,8.3,2024-05-25
S0303,UG Year 4,Data Science,45.8,False,8.5,2022-08-17
S0011,UG Year 3,Statistics,71.3,True,6.7,2023-05-21
S0787,Class 11B,Computer Science,53.8,False,6.5,2023-11-24
S0241,Class 9A,Biology,69.7,True,4.5,2025-02-01
S0162,UG Year 4,Advanced Statistics,48.7,False,6.8,2023-03-18
S0007,PG Year 2,Data Science,66.5,True,6.8,2024-04-30
S0932,PG Year 2,Advanced Statistics,79.9,True,14.8,2024-08-12
S0290,UG Year 2,Research Methods,68.8,True,6.5,2024-11-04
S0082,PG Year 1,AI Ethics,75.1,True,6.5,2025-04-16
S0467,Class 11B,Physics,57.7,True,3.5,2022-09-14
S0383,UG Year 4,AI Ethics,48.3,False,4.2,2024-05-21
S0784,UG Year 3,Research Methods,69.3,True,8.0,2024-04-01
S0897,Class 11A,English,84.1,True,6.4,2023-05-20
S0742,UG Year 1,Computer Science,49.8,False,2.3,2023-02-07
S0498,PG Year 2,Thesis,69.6,True,10.7,2023-06-11
S0327,UG Year 3,Machine Learning,82.9,True,9.8,2024-02-26
S0122,UG Year 1,Statistics,61.5,False,9.1,2023-04-18
S0637,Class 11B,English,66.2,False,7.4,2022-10-29
S0695,UG Year 3,Machine Learning,72.6,True,11.1,2024-05-11
S1149,Class 9B,Chemistry,52.0,False,5.6,2023-10-16
S0558,PG Year 2,Deep Learning,55.1,False,8.9,2024-04-16
S0563,UG Year 3,Statistics,65.7,True,8.8,2023-08-14
S0373,UG Year 1,English,90.3,True,10.3,2024-11-13
S0225,Class 9B,Math,59.3,False,5.4,2023-01-26
S0268,UG Year 1,Mathematics,76.6,True,8.4,2024-08-30
S1039,Class 6B,History,55.3,False,4.7,2024-01-08
S0499,UG Year 1,Mathematics,56.6,False,2.9,2022-06-12
S1065,UG Year 1,Computer Science,50.3,False,2.6,2024-04-21
S1084,Class 11B,Chemistry,69.2,True,8.1,2025-03-02
S1115,Class 11A,Computer Science,57.8,False,7.7,2023-05-09
S0865,Class 11A,Math,66.7,True,6.1,2022-08-16
S0360,Class 11B,Computer Science,65.0,True,3.5,2023-03-27
S0824,Class 9B,Chemistry,43.1,False,3.0,2023-07-18
S0774,UG Year 4,Project Work,67.4,True,8.3,2023-11-08
S0960,PG Year 1,Statistics,64.7,True,6.6,2024-04-20
S0561,Class 9A,Math,40.0,False,4.2,2023-03-30
S0920,UG Year 4,AI Ethics,66.6,True,12.0,2024-05-29
S0601,Class 11A,Chemistry,56.7,False,7.1,2024-04-09
S0174,Class 11A,Math,53.6,False,6.5,2023-04-23
S0454,Class 9B,Math,52.5,True,1.8,2025-04-28
S0437,UG Year 2,Computer Science,49.1,False,6.7,2023-01-12
S0224,UG Year 3,Statistics,46.1,False,5.6,2025-05-17
S0090,Class 6A,Science,56.9,False,1.5,2023-02-15
S0682,Class 9B,Biology,60.3,False,3.8,2023-02-08
S1079,UG Year 2,Statistics,55.9,False,7.9,2023-06-06
S0318,UG Year 1,Mathematics,45.8,False,9.6,2024-03-20
S0415,UG Year 4,Advanced Statistics,57.6,True,3.9,2023-07-09
S1173,UG Year 2,Research Methods,58.6,True,4.3,2023-10-27
S0485,UG Year 2,Research Methods,50.8,False,6.2,2025-02-14
S0380,UG Year 1,Computer Science,66.2,False,6.3,2023-11-10
S0028,Class 11A,Math,73.1,True,6.3,2023-04-12
S0965,Class 6A,Geography,52.8,False,1.5,2024-09-13
S0293,Class 6B,Geography,70.9,True,3.3,2024-07-09
S0115,UG Year 2,Research Methods,76.8,True,6.0,2022-11-16
S1132,PG Year 2,Advanced Statistics,66.1,True,6.8,2022-06-08
S0940,Class 6A,Science,89.4,True,2.5,2023-02-06
S0721,UG Year 4,Machine Learning,72.4,True,8.0,2023-07-09
S1197,Class 11B,Computer Science,68.0,False,8.0,2025-04-04
S0009,Class 9A,Physics,72.2,True,3.1,2023-04-30
S0379,UG Year 3,Database Systems,62.2,True,8.5,2023-05-20
S0920,Class 11A,Math,65.6,True,6.8,2024-04-17
S0979,Class 6B,Science,63.0,False,4.0,2022-08-28
S0787,UG Year 4,Advanced Statistics,74.2,True,10.1,2022-10-01
S0622,UG Year 2,Economics,68.1,True,5.3,2025-01-20
S0276,PG Year 1,AI Ethics,67.3,False,9.8,2023-02-05
S0162,Class 11B,Math,77.8,True,6.8,2023-11-15
S0058,Class 9B,Math,54.1,False,3.6,2022-11-24
S0268,PG Year 1,Data Science,57.5,True,7.0,2024-03-29
S0136,Class 6A,Math,63.3,False,3.6,2025-03-11
S1103,Class 6B,Science,58.5,False,0.9,2025-04-14
S0610,UG Year 4,Advanced Statistics,65.0,True,5.5,2022-10-31
S1181,Class 9B,Math,50.7,False,3.3,2024-05-23
S0041,Class 9A,Chemistry,56.5,False,4.9,2023-04-26
S0247,UG Year 1,Statistics,75.4,True,9.2,2024-02-04
S0632,Class 6A,Math,74.2,True,3.8,2024-10-20
S0534,Class 11A,English,47.1,False,4.9,2025-01-10
S0476,PG Year 1,Research Methods,60.9,True,9.8,2025-03-17
S0204,Class 11A,Physics,42.2,False,2.6,2023-05-05
S0654,UG Year 4,Advanced Statistics,59.0,False,13.1,2025-05-23
S0324,Class 6A,History,68.5,True,1.3,2022-11-14
S0410,Class 9A,Math,50.4,False,3.6,2024-03-28
S1028,UG Year 3,Database Systems,48.5,True,5.2,2025-01-11
S0894,Class 6B,Science,44.8,False,2.5,2022-07-08
S0448,Class 9B,Biology,66.8,True,1.8,2023-07-25
S0976,Class 9B,Physics,48.8,False,2.0,2024-06-10
S0913,UG Year 1,Mathematics,69.3,True,4.7,2024-02-13
S1031,Class 9B,Physics,50.4,False,5.8,2024-06-30
S1102,Class 11B,Computer Science,61.6,False,4.8,2024-08-23
S0207,Class 6A,Math,59.4,False,2.8,2024-01-10
S1019,Class 11A,Math,42.7,False,3.4,2025-04-10
S0770,UG Year 2,Statistics,85.7,True,7.8,2025-02-02
S0864,UG Year 1,Mathematics,57.8,True,8.9,2023-09-19
S1127,Class 11B,Chemistry,47.4,False,3.9,2024-03-06
S0392,Class 9B,Biology,74.1,True,5.4,2023-05-13
S1155,UG Year 4,Data Science,81.1,True,8.5,2022-09-13
S0321,Class 11B,Math,51.5,False,6.6,2024-04-25
S1082,PG Year 1,Data Science,62.7,True,7.1,2024-05-22
S0767,Class 11A,Chemistry,51.1,False,5.3,2024-04-22
S0811,Class 9A,Chemistry,64.8,False,6.8,2023-06-18
S0481,Class 9B,Math,53.3,False,2.8,2024-05-06
S0272,Class 11A,Math,65.2,True,4.5,2024-02-15
S0222,UG Year 2,Economics,58.7,True,4.2,2024-01-11
S0298,UG Year 4,Project Work,73.4,True,9.3,2023-10-06
S0547,Class 11A,Chemistry,66.9,False,5.9,2022-06-07
S0906,Class 9A,Chemistry,57.4,False,3.2,2024-05-15
S0037,Class 6A,History,70.1,True,2.1,2022-10-21
S0136,UG Year 1,Economics,68.5,True,7.4,2025-04-04
S0669,Class 6B,Science,70.1,True,2.7,2022-08-19
S0639,UG Year 4,AI Ethics,65.4,True,5.0,2024-08-27
S0267,UG Year 1,Computer Science,82.5,True,8.8,2024-05-14
S0747,Class 6A,Geography,70.7,True,2.8,2024-08-29
S0619,UG Year 1,Mathematics,61.2,True,4.5,2023-09-16
S0027,PG Year 1,AI Ethics,71.1,True,5.4,2024-01-03
S1127,PG Year 1,Machine Learning,52.2,True,6.1,2023-10-11
S1185,PG Year 1,Statistics,79.1,True,6.0,2024-07-07
S0372,PG Year 1,AI Ethics,55.2,False,5.8,2023-05-14
S0249,Class 11A,Math,55.1,False,2.7,2024-02-08
S0242,Class 6A,English,52.6,False,2.6,2024-05-07
S0969,UG Year 2,Data Analysis,71.8,False,9.8,2024-11-18
S1172,Class 9B,Chemistry,41.3,False,3.4,2025-02-13
S0125,UG Year 1,Computer Science,79.7,True,7.7,2023-01-13
S0199,Class 11A,Math,75.7,True,4.6,2024-02-17
S0709,PG Year 2,Thesis,67.6,False,15.1,2023-10-15
S0710,Class 9A,Chemistry,65.7,True,4.9,2022-06-18
S0283,UG Year 4,Machine Learning,59.2,False,9.2,2022-10-21
S0211,Class 9B,Biology,56.2,False,3.6,2024-08-03
S0105,PG Year 1,Machine Learning,59.5,True,7.4,2022-08-01
S1028,Class 9B,English,45.7,False,3.5,2024-11-18
S0436,UG Year 3,Statistics,65.7,True,8.2,2024-09-21
S0559,Class 6B,Math,58.7,False,2.0,2025-01-27
S0232,Class 9B,English,58.7,False,2.8,2023-11-24
S0265,Class 11A,English,46.3,False,3.3,2024-02-09
S0104,UG Year 3,Database Systems,52.9,True,5.3,2025-02-10
S0964,UG Year 3,Statistics,73.4,True,6.9,2023-11-19
S0710,PG Year 2,Advanced Statistics,41.3,False,5.6,2024-05-04
S0951,PG Year 2,Thesis,69.2,True,7.9,2025-02-04
S0197,Class 11B,Computer Science,53.6,False,3.3,2023-03-04
S0503,PG Year 2,AI Ethics,84.5,True,13.6,2024-10-02
S0622,UG Year 3,Database Systems,46.7,False,8.5,2023-11-24
S1100,Class 6B,Geography,77.4,True,2.6,2024-09-30
S0012,UG Year 2,Economics,64.9,True,6.1,2024-10-14
S0003,PG Year 2,AI Ethics,80.2,True,15.8,2023-01-08
S0855,PG Year 1,Research Methods,54.5,False,11.5,2024-05-11
S0181,UG Year 3,Statistics,68.4,True,6.4,2024-03-03
S0051,Class 9A,English,66.9,True,1.7,2023-05-20
S0716,UG Year 1,English,51.5,False,5.6,2024-05-23
S0145,Class 9A,English,58.3,False,4.3,2025-05-08
S0485,UG Year 3,Data Analysis,67.3,False,8.2,2023-11-21
S0705,Class 11A,Math,59.8,False,4.4,2023-09-24
S0207,Class 9B,Physics,62.8,False,5.2,2025-03-07
S0166,UG Year 4,Project Work,49.0,False,8.1,2025-01-11
S0448,Class 9B,Biology,69.7,True,5.6,2022-07-22
S0046,Class 11A,English,74.0,False,6.7,2022-08-03
S0869,Class 11A,English,85.4,True,6.4,2024-09-27
S0044,Class 11B,Computer Science,59.3,False,5.1,2023-05-29
S0877,Class 11B,Physics,59.7,False,4.9,2023-05-25
S1148,UG Year 3,Data Analysis,69.3,True,9.5,2023-09-16
S0747,UG Year 4,Data Science,69.7,False,9.3,2024-03-13
S1168,PG Year 2,AI Ethics,59.4,False,7.4,2022-06-30
S0836,Class 11A,Math,74.5,True,7.0,2025-04-02
S0678,Class 9B,Biology,57.4,False,5.3,2022-11-03
S0350,PG Year 1,Machine Learning,76.4,True,10.1,2022-06-25
S1116,PG Year 1,Data Science,44.6,False,6.6,2024-05-26
S1005,Class 9B,Physics,51.9,False,2.1,2023-04-24
S0917,Class 6B,Geography,57.9,False,2.4,2025-03-26
S0213,Class 6B,Geography,79.8,True,0.8,2025-03-01
S0424,UG Year 3,Database Systems,78.3,True,7.7,2023-04-26
S0954,UG Year 3,Data Analysis,74.4,True,6.4,2022-07-25
S0714,UG Year 3,Statistics,69.8,False,9.9,2025-03-04
S0802,Class 9B,Physics,56.9,False,5.5,2024-06-21
S1170,Class 6A,Math,70.6,True,4.6,2023-01-29
S0769,Class 11A,Chemistry,82.9,True,7.5,2023-04-30
S0661,UG Year 1,Statistics,67.9,True,4.7,2023-07-08
S0350,UG Year 3,Statistics,85.3,True,8.4,2023-06-29
S0637,UG Year 3,Data Analysis,59.2,False,9.7,2024-08-14
S0924,UG Year 3,Machine Learning,80.7,True,10.0,2022-10-25
S0142,UG Year 3,Database Systems,70.6,False,8.7,2024-03-18
S1177,Class 11B,English,60.2,True,3.2,2023-01-26
S0175,Class 6A,History,40.7,False,1.3,2023-04-18
S0410,Class 9B,Chemistry,71.1,True,6.3,2023-02-14
S1033,Class 6B,Geography,60.6,False,3.7,2023-06-28
S0147,Class 9A,English,55.9,True,2.8,2025-01-22
S0978,PG Year 1,Data Science,35.7,False,5.4,2023-06-10
S0504,PG Year 2,AI Ethics,66.8,True,11.3,2023-05-05
S0314,PG Year 2,Advanced Statistics,79.8,True,12.5,2023-07-10
S0895,Class 6A,Science,58.2,False,2.9,2023-01-04
S0915,PG Year 1,AI Ethics,75.2,True,6.2,2024-08-12
S0066,Class 11B,Computer Science,59.7,True,4.0,2023-05-24
S1177,Class 9A,Chemistry,44.7,False,2.1,2023-09-23
S0943,UG Year 1,Economics,62.9,False,4.6,2024-11-29
S0584,PG Year 1,Data Science,68.1,False,10.1,2023-06-28
S1097,Class 11B,Chemistry,73.1,True,8.1,2025-04-28
S1170,Class 9A,Physics,37.3,False,2.3,2022-10-22
S0645,UG Year 4,Data Science,59.7,False,6.4,2022-08-25
S1144,Class 9B,Chemistry,75.0,True,2.3,2025-05-29
S0148,PG Year 1,AI Ethics,67.5,True,5.1,2023-04-16
S1168,UG Year 3,Research Methods,42.2,False,6.5,2023-02-28
